SENTENCE_ID	SENTENCE_TEXT	NORMALIZED_TEXT
18269	caustantín mac fergusa (793-820) en deus lakaet e vab domnall war kador dál riata (811-835) diwar broun, "pictish kings", teñval-tre e chom istor diwezhañ dál riata avat.	caustantín mac fergusa (793-820) en deus lakaet e vab domnall war gador dál riata (811-835) diwar broun, "pictish kings", teñval-tre e chom istor diwezhañ dál riata avat.
18317	chañchamantoù a zo bet hag ouzhpenn ar c'hirri-tan e kaver oberezhioù arbennig evit ober war-dro pe kinnig barregezhioù : farderien-girri-tan, hentoù ha gourhentoù, garajoù, parklec'hioù hag all.	chañchamantoù a zo bet hag ouzhpenn ar c'hirri-tan e kaver oberezhioù arbennig evit ober war-dro pe ginnig barregezhioù : farderien-girri-tan, hentoù ha gourhentoù, garajoù, parklec'hioù hag all.
18389	charlotte zo trist, met en em lak a ra da labourat war he pevare levr " villette" e eñvor da bro-belgia ha d'an aotroù héger.	charlotte zo trist, met en em lak a ra da labourat war he fevare levr " villette" e eñvor da bro-belgia ha d'an aotroù héger.
18488	children of lir e dulenn lir, pe gwell ler (lear en iwerzhoneg a-vremañ; lir eo ar genitiv, ha ler an nominativ) «ler (“mer, océan”), génitif lir (.	children of lir e dulenn lir, pe well ler (lear en iwerzhoneg a-vremañ; lir eo ar genitiv, ha ler an nominativ) «ler (“mer, océan”), génitif lir (.
18555	c'hoar e oa da malgerio, kont troina, ha lezc'hoar da ruggero ii sikilia.	c'hoar e oa da valgerio, kont troina, ha lezc'hoar da ruggero ii sikilia.
18564	c'hoar e oa-hi da marie louise d'orléans a oa aet da rouanez spagn.	c'hoar e oa-hi da varie louise d'orléans a oa aet da rouanez spagn.
18604	c'hoari a reas daou match a-enep da baul charles morphy eno.	c'hoari a reas daou vatch a-enep da baul charles morphy eno.
18626	c'hoari a reont gant ar gwareg (+40% digoll) ecaflip tudennoù graet evit ar re a plij dezho c'hoari gant chañs.	c'hoari a reont gant ar gwareg (+40% digoll) ecaflip tudennoù graet evit ar re a blij dezho c'hoari gant chañs.
18648	c'hoariet en abadennoù radio pe er festoù c'hlub eus skolajioù détroit a teu an tekno da vezañ ur sonerezh daspunerezh ha fest epennvad a chomo pell he c'hêr orin.	c'hoariet en abadennoù radio pe er festoù c'hlub eus skolajioù détroit a deu an tekno da vezañ ur sonerezh daspunerezh ha fest epennvad a chomo pell he c'hêr orin.
18707	c'hoarioù soñjet e oa bet da sevel ur c'hoari anvet saints row undercover war psp met nullet e voe er bloavezh 2010.	c'hoarioù soñjet e oa bet da sevel ur c'hoari anvet saints row undercover war bsp met nullet e voe er bloavezh 2010.
18720	c'hoarvezout a ra aliesoc'h gant ar merc'hed, dre ma'z eo berroc'h o c'han-troazhañ, ha ma kresk ar riskl da gontammiñ pe da vulumañ.	c'hoarvezout a ra aliesoc'h gant ar merc'hed, dre va'z eo berroc'h o c'han-troazhañ, ha ma kresk ar riskl da gontammiñ pe da vulumañ.
18732	c'hoarvezout a rae dezhañ alies prezeg peder pe bemp gwech en hevelep deiz, e peder pe bemp iliz disheñvel, hag ar fideled a yae a barrez da barrez d'e selaou.	c'hoarvezout a rae dezhañ alies prezeg peder fe bemp gwech en hevelep deiz, e peder fe bemp iliz disheñvel, hag ar fideled a yae a barrez da barrez d'e selaou.
18763	c'hoazhet o deus da kreizhenniñ o nerzhioù war guinea nevez ha guadalcanal met un diouer ha resisder en o doareoù kejañ etre an nerzhioù douarel hag ar morlu en deus difennet d'ar japaniz da trec'hiñ nerzhioù ar re unaned.	c'hoazhet o deus da greizhenniñ o nerzhioù war guinea nevez ha guadalcanal met un diouer ha resisder en o doareoù kejañ etre an nerzhioù douarel hag ar morlu en deus difennet d'ar japaniz da drec'hiñ nerzhioù ar re unaned.
18836	chom a ra un tamm mat eus ar vro dindan kontroll ar pennoù-brezel.	chom a ra un tamm mat eus ar vro dindan gontroll ar pennoù-brezel.
18915	chomet e oa bev dre m’en doa tapet krog en ur peul pellgomz.	chomet e oa bev dre m’en doa tapet krog en ur beul pellgomz.
18941	chomet ez eus gerioù prizius diwar ar brezhoneg kozh a vez implijet hiziv an deiz da sevel gerioù brezhonek nevez war tachennoù evel ar brederouriezh ha skiantoù mab-den, da skouer.	chomet ez eus gerioù prizius diwar ar brezhoneg kozh a vez implijet hiziv an deiz da sevel gerioù brezhonek nevez war dachennoù evel ar brederouriezh ha skiantoù mab-den, da skouer.
19013	c'hwech kilometr hed he deus an enezenn, a reter da gornôg, ha pevar km eus an hanternoz d'ar c'hreisteiz.	c'hwech kilometr hed he deus an enezenn, a reter da gornôg, ha pevar c'hm eus an hanternoz d'ar c'hreisteiz.
19055	c'hwezhet e voe zoken peogwir e oa deuet da vout semper augustus pe perpetuus augustus.	c'hwezhet e voe zoken peogwir e oa deuet da vout semper augustus pe berpetuus augustus.
19075	c'hwitout a reas war ar priz ha ne kenstrivas ket ken.	c'hwitout a reas war ar priz ha ne genstrivas ket ken.
19080	cináed mac ailpín ( coinneach mac ailpein e gouezeleg a vremañ), kenneth macalpin en doare saoznekaet, pe kenneth iañ (810 – 858) a oa roue ar bikted, kentañ roue ar skoted, lesanvet an ferbasach, "an alouber".	cináed mac ailpín ( coinneach mac ailpein e gouezeleg a vremañ), kenneth macalpin en doare saoznekaet, pe genneth iañ (810 – 858) a oa roue ar bikted, kentañ roue ar skoted, lesanvet an ferbasach, "an alouber".
19193	concerto evit ar piano ar ger «concerto» a dalveze gwechall evit an holl pezhioù evit meur a venveg.	concerto evit ar piano ar ger «concerto» a dalveze gwechall evit an holl bezhioù evit meur a venveg.
19211	constance normandi constance normandi (1061/1065 - † 13 a viz eost 1090), a oa ur briñsez norman, merc'h da gwilherm an alouber († 1087) ha d'e bried matilda flandrez († 1083).	constance normandi constance normandi (1061/1065 - † 13 a viz eost 1090), a oa ur briñsez norman, merc'h da wilherm an alouber († 1087) ha d'e bried matilda flandrez († 1083).
19401	da 50 vloaz e grog da labourat war pezhioù-c'hoari.	da 50 vloaz e grog da labourat war bezhioù-c'hoari.
19427	da bep renk tapet e vez gounezet ur poent skiant-prenet da lakaat en ur gwezenn barregezhioù (redek fonnusoc'h, muioc'h a yec'hed.	da bep renk tapet e vez gounezet ur poent skiant-prenet da lakaat en ur wezenn barregezhioù (redek fonnusoc'h, muioc'h a yec'hed.
19470	da c’houde eo disoc’h ur c’heflusker lineel sinkron a propusl an tren.	da c’houde eo disoc’h ur c’heflusker lineel sinkron a bropusl an tren.
19483	da c'houde e voe dibabet sterling morrison da gemer perzh er strollad get e c'hitar, hag angus maclise get e daboulinoù (the primitives a yeas da the warlocks, ha da c'houde ar falling spikes a voe un anv arall d'ar strollad).	da c'houde e voe dibabet sterling morrison da gemer perzh er strollad get e c'hitar, hag angus maclise get e daboulinoù (the primitives a yeas da dhe warlocks, ha da c'houde ar falling spikes a voe un anv arall d'ar strollad).
19595	da gentañ e labouras war tier ha maezioù e-barzh taolennoù livourien all a-raok ober e daolennoù-eñ ma livas maouezed, en o noazh peurvuiañ.	da gentañ e labouras war dier ha maezioù e-barzh taolennoù livourien all a-raok ober e daolennoù-eñ ma livas maouezed, en o noazh peurvuiañ.
19611	da gentañ e oa dindan ar rouaned frank, met dre ma tiskenne a-hed ar stêr ebro war-dro 922 e oa ar gontez andregoto galíndez o ren goude he zad galindo ii aznárez.	da gentañ e oa dindan ar rouaned frank, met dre ma ziskenne a-hed ar stêr ebro war-dro 922 e oa ar gontez andregoto galíndez o ren goude he zad galindo ii aznárez.
19629	da gentañ e sailhent war marc'hegerien sveden,ha goude hepken e stourment ouzh ar soudarded war-droad, krog da fallgaloniñ a-benn neuze, ha n'hallent ket montwar-gil ken, ha peurvuiañ e voe distrujet un toullad mat a vatailhonoù svediz evel-se.	da gentañ e sailhent war varc'hegerien sveden,ha goude hepken e stourment ouzh ar soudarded war-droad, krog da fallgaloniñ a-benn neuze, ha n'hallent ket montwar-gil ken, ha peurvuiañ e voe distrujet un toullad mat a vatailhonoù svediz evel-se.
19683	da geñver an armerzh e soñj d'an daoidi e ranker lezel ar c'henderc'hiñ hag ar c'henwerzh dilezenn, rak dre natur an dao ha c'hoari an de e teujent d'ur c'hempouez a minima.	da geñver an armerzh e soñj d'an daoidi e ranker lezel ar c'henderc'hiñ hag ar c'henwerzh dilezenn, rak dre natur an dao ha c'hoari an de e teujent d'ur c'hempouez a vinima.
19755	da heul al lezenn-se e rankas ar veleien didou (n’o doa ket touet al le) divroañ pe kuzhat da genderc’hel gant o ministrerezh santel.	da heul al lezenn-se e rankas ar veleien didou (n’o doa ket touet al le) divroañ pe guzhat da genderc’hel gant o ministrerezh santel.
19814	da heul emsavadeg miz gwengolo 1730 en istanbul a voe kaoz eus skarzhadenn ar sultan ahmet iii hag ar c'han mengli ii e voe adlakaet kaplan i evit an trede gwech war tron krimea.	da heul emsavadeg miz gwengolo 1730 en istanbul a voe kaoz eus skarzhadenn ar sultan ahmet iii hag ar c'han mengli ii e voe adlakaet kaplan i evit an trede gwech war dron krimea.
19895	da lâret eo e c'hell ar morfemoù bezañ enteuzet gant ar wrizienn (ds. saozneg man > men) pe e c'hellont bezañ merket gant tonennoù pe perzhioù fonetikel all.	da lâret eo e c'hell ar morfemoù bezañ enteuzet gant ar wrizienn (ds. saozneg man > men) pe e c'hellont bezañ merket gant tonennoù pe berzhioù fonetikel all.
19896	da lâret eo e c'hell ober kalz a poan met ivez nebeudig.	da lâret eo e c'hell ober kalz a boan met ivez nebeudig.
19909	da lâret eo n'eus ket laosket an enebour da touchal anezhañ evit gellet touchañ.	da lâret eo n'eus ket laosket an enebour da douchal anezhañ evit gellet touchañ.
19922	da lavaret eo martin l. gore gant ar gitar, ar sintetizeur hag a kemer pezh a-wechoù en ur kanañ gant dave gahan, kaner ar strollad.	da lavaret eo martin l. gore gant ar gitar, ar sintetizeur hag a gemer pezh a-wechoù en ur ganañ gant dave gahan, kaner ar strollad.
19977	dalc'h republik pobl sina na republik pobl sina na republik sina n'o deus paouezet biskoazh da c'houlenn adsevel aotrouniezh sina war tibet.	dalc'h republik pobl sina na republik pobl sina na republik sina n'o deus paouezet biskoazh da c'houlenn adsevel aotrouniezh sina war dibet.
19982	da lenn ar sonioù bet enrollet war pladennoù e voent arveret betek ar bloavezhioù 1950 kent bezañ erlec'hiet ouzh nadozioù diamant pe safir, a bade pelloc'h c'hoazh.	da lenn ar sonioù bet enrollet war bladennoù e voent arveret betek ar bloavezhioù 1950 kent bezañ erlec'hiet ouzh nadozioù diamant pe safir, a bade pelloc'h c'hoazh.
20006	damc'hlas eo ar pevar pe bemp vi dozvet gant ar barez.	damc'hlas eo ar pevar fe bemp vi dozvet gant ar barez.
20026	da miz du 1519 betek mezheven 1520 : toul bac’het eo moctezuma gant ar spagnoled, ha ret eo dezhañ alies klask sioulaat fulor ar pobl.	da viz du 1519 betek mezheven 1520 : toul bac’het eo moctezuma gant ar spagnoled, ha ret eo dezhañ alies klask sioulaat fulor ar pobl.
20035	da muioc'h menegont an dielloù gaou an adrenadur da.	da vuioc'h menegont an dielloù gaou an adrenadur da.
20066	d'an 11 a viz eost 2005 e teuas da vezañ prezidant rannvro emren soudan ar su ha besprezidant republik soudan goude marv john garang en ur gwallzarvoud biñsaskell.	d'an 11 a viz eost 2005 e teuas da vezañ prezidant rannvro emren soudan ar su ha besprezidant republik soudan goude marv john garang en ur wallzarvoud biñsaskell.
20081	d'an 11 a viz meurzh 2000 eo anvet ministrez ar yec'hed gant ar prezidant ricardo lagos ha karget da echuiñ dindan tri miz gant ar rolloù gortoz ("colas") er c'huzulvaoù.	d'an 11 a viz meurzh 2000 eo anvet ministrez ar yec'hed gant ar prezidant ricardo lagos ha karget da echuiñ dindan dri miz gant ar rolloù gortoz ("colas") er c'huzulvaoù.
20117	d'an 13 a viz mae 1921 e kemeras perzh er prosez a-enep da maurice barrès.	d'an 13 a viz mae 1921 e kemeras perzh er prosez a-enep da vaurice barrès.
20121	d’an 18 a vezheven 1940 eo liammet hiviziken an div familh enta, ha da tad ar plac’h nevez bezañ war-ziwall deus e vab-kaer memestra.	d’an 18 a vezheven 1940 eo liammet hiviziken an div familh enta, ha da dad ar plac’h nevez bezañ war-ziwall deus e vab-kaer memestra.
20261	d'an 28 a viz meurzh o dije laeret an damallidi daou loen-kezeg, "a dalveze pep a kant dollard", digant william keys er vro indian.	d'an 28 a viz meurzh o dije laeret an damallidi daou loen-kezeg, "a dalveze pep a gant dollard", digant william keys er vro indian.
20278	d'an 29 a viz meurzh 1945, lod soudarded an hitlerjugend a grogas da gas al labourerien en ur c'haodeg nepell dre gwagennoù 20 pe 30 a dud.	d'an 29 a viz meurzh 1945, lod soudarded an hitlerjugend a grogas da gas al labourerien en ur c'haodeg nepell dre wagennoù 20 pe 30 a dud.
20320	d'an 30 a viz kerzu 1989 e teuas a-benn arved fuchs ha reinhold messner da dizhout ar pol su hep loen na karbed dre geflusker ebet.	d'an 30 a viz kerzu 1989 e teuas a-benn arved fuchs ha reinhold messner da dizhout ar pol su hep loen na garbed dre geflusker ebet.
20335	d'an 31 a viz kerzu 1555 e teuas giovanna a-benn da dec'hout, gwisket en matezh, da tagliacozzo gant he bugale hag he c'hoskor.	d'an 31 a viz kerzu 1555 e teuas giovanna a-benn da dec'hout, gwisket en matezh, da dagliacozzo gant he bugale hag he c'hoskor.
20356	d'an 31 a viz mae ez eas ho da vro-c'hall evit sînañ ar feur diwezhañ.	d'an 31 a viz mae ez eas ho ta vro-c'hall evit sînañ ar feur diwezhañ.
20396	d'an 8 a viz gwengolo, e marano e tirol, e tilezas e zilhad dug da wiskañ sae vurell ar gapusined, ha da gemer an anv fra' giambattista da modena.	d'an 8 a viz gwengolo, e marano e tirol, e tilezas e zilhad dug da wiskañ sae vurell ar gapusined, ha da gemer an anv fra' giambattista da vodena.
20415	d’an 9 a viz gwengolo 2001 eo drouklazhet massoud en ur gwalldaol-emlazh.	d’an 9 a viz gwengolo 2001 eo drouklazhet massoud en ur walldaol-emlazh.
20455	d’an deiz 1añ a viz mezheven 1858, e voe anvet mariette da rener pe mamour labourioù hendraououriezh egipt gant bez-roue ar vro.	d’an deiz 1añ a viz mezheven 1858, e voe anvet mariette da rener pe vamour labourioù hendraououriezh egipt gant bez-roue ar vro.
20466	d'an dud o-unan da ober al labour-se, a soñje-eñ pa boueze prederourien ar mare war perzh an neñv (天 tiān) hag an natur evel andonioù an urzh hag ar vadelouriezh.	d'an dud o-unan da ober al labour-se, a soñje-eñ pa boueze prederourien ar mare war berzh an neñv (天 tiān) hag an natur evel andonioù an urzh hag ar vadelouriezh.
20509	danevell ebet hon eus a-zivout darvoudoù an dierniezh gentañ, estreget ul listenn anvioù war mein palermo.	danevell ebet hon eus a-zivout darvoudoù an dierniezh gentañ, estreget ul listenn anvioù war vein palermo.
20658	daou bodiom en deus graet ivez war tro frañs (3 e 2008 ha 2010 ).	daou bodiom en deus graet ivez war dro frañs (3 e 2008 ha 2010 ).
20682	daou doare all da kontañ istorioù a zo deuet war-wel d'ar c'houde : ar rolerioù danevell hag ar c'hoariva dre skeud.	daou doare all da gontañ istorioù a zo deuet war-wel d'ar c'houde : ar rolerioù danevell hag ar c'hoariva dre skeud.
20684	daou doare fouetté pennañ ez eus: * petit fouetté: kaset da-benn à terre ("war al leurenn"), en demi-pointe pe sauté ("o lammat"); * grand fouetté: kaset da-benn sauté ("o lammat"), relevé pe pe en tournant ("o treiñ").	daou doare fouetté pennañ ez eus: * petit fouetté: kaset da-benn à terre ("war al leurenn"), en demi-pointe pe sauté ("o lammat"); * grand fouetté: kaset da-benn sauté ("o lammat"), relevé pe be en tournant ("o treiñ").
20712	daou gantik, da vihanañ, a zo anvet kantik da sant erwan pe kantik zant ervoan.	daou gantik, da vihanañ, a zo anvet kantik da sant erwan pe gantik zant ervoan.
20748	daou pe pevar devezh goude deroù an arouezioù e washa trumm yec'hed ar c'hlañvour.	daou be pevar devezh goude deroù an arouezioù e washa trumm yec'hed ar c'hlañvour.
20753	daou rummad a zo, unan "etre" (intermediate e saozneg), ma ra glav met pas re, unan "gleb-tre" (full-wet) ma ra kalz glav.	daou rummad a zo, unan "etre" (intermediate e saozneg), ma ra glav met pas re, unan "gleb-tre" (full-wet) ma ra galz glav.
20766	daou seurt machair zo: * un doare prad pe peurvan war an erin hag an traezh, avelet * an douar etre an traezh hag an taouarc'hegi a-dreñv.	daou seurt machair zo: * un doare prad pe beurvan war an erin hag an traezh, avelet * an douar etre an traezh hag an taouarc'hegi a-dreñv.
20771	daou seurt staotlec'hioù zo evit ar baotred: ar re ma c'hallont glebiañ o botoù, hag ar re uhel ma'z eo kalz diaesoc'h.	daou seurt staotlec'hioù zo evit ar baotred: ar re va c'hallont glebiañ o botoù, hag ar re uhel ma'z eo kalz diaesoc'h.
20775	daou skipailh en em gav war un dachenn hirgelc'hiek, war plakenn goad pe bitum.	daou skipailh en em gav war un dachenn hirgelc'hiek, war blakenn goad pe bitum.
20804	daoust da klemmadennoù ar plac'hig ez a ar familh da welet petra 'zo en tu all.	daoust da glemmadennoù ar plac'hig ez a ar familh da welet petra 'zo en tu all.
20805	daoust da ksd kaout nebeut a c'halloudoù dreistvroadel, eo estr eget un aozadur arouezel nemetken, dre m'en deus galloudoù da genurzhiañ ur c'henwerzh, an arc'hantañ, al lezenniñ hag ar surentez.	daoust da gsd kaout nebeut a c'halloudoù dreistvroadel, eo estr eget un aozadur arouezel nemetken, dre m'en deus galloudoù da genurzhiañ ur c'henwerzh, an arc'hantañ, al lezenniñ hag ar surentez.
20835	daoust d'ar penisilinoù bezañ dizoloet e 1928 gant alexander fleming, ne teu ket a-benn da c'hlanaat an antibiotik-man.	daoust d'ar penisilinoù bezañ dizoloet e 1928 gant alexander fleming, ne deu ket a-benn da c'hlanaat an antibiotik-man.
20855	daoust da se e c'hourc'hemennas felipe v da maria anna kuitaat madrid a-raok ma lakfe-eñ troad er gêr-benn.	daoust da se e c'hourc'hemennas felipe v da varia anna kuitaat madrid a-raok ma lakfe-eñ troad er gêr-benn.
20861	daoust da se e klask ar roue gouarn e dir en ur mod arnevez hag araokadour, hep bezañ komprenet gant den ebet.	daoust da se e klask ar roue gouarn e dir en ur vod arnevez hag araokadour, hep bezañ komprenet gant den ebet.
20958	daoust dezho bezañ disheñvel evit a sell ar ment, an holl dimbroù zo un dresadenn unanel war pep hini anezho : ardamezioù ar vro, da lavaret eo penn un tarv dindan ur gurunenn, hag an alc’hwezioù freimarke (en nec’h) ha schillinge a-zindan.	daoust dezho bezañ disheñvel evit a sell ar ment, an holl dimbroù zo un dresadenn unanel war bep hini anezho : ardamezioù ar vro, da lavaret eo penn un tarv dindan ur gurunenn, hag an alc’hwezioù freimarke (en nec’h) ha schillinge a-zindan.
20975	daoust ha dre gaer pe dre heg en em dennas ne lavar na theophanes na symeon.	daoust ha dre gaer pe dre heg en em dennas ne lavar na dheophanes na symeon.
20992	daoust ha n'eo ket ul lezenn, stadoù-ezel ue zo o deus sinet karta europa evit ar yezhoù rannvroel pe minorel.	daoust ha n'eo ket ul lezenn, stadoù-ezel ue zo o deus sinet karta europa evit ar yezhoù rannvroel pe vinorel.
21007	daoust ma chom un drederenn eus poblañs an izelvroioù war takad-yezh ar brabanteg ne vez ket komzet er c'hêrioù bras.	daoust ma chom un drederenn eus poblañs an izelvroioù war dakad-yezh ar brabanteg ne vez ket komzet er c'hêrioù bras.
21017	daoust ma komz ar jibraltariz en ur meskaj a saozneg ha spagnoleg anvet yanito pe llanito eo ar saozneg yezh ar gouarnamant, an deskadurezh, ar genwerzh hag ar mediaoù.	daoust ma komz ar jibraltariz en ur veskaj a saozneg ha spagnoleg anvet yanito pe llanito eo ar saozneg yezh ar gouarnamant, an deskadurezh, ar genwerzh hag ar mediaoù.
21030	daoust ma ne oa ket ali nimrod hag uri er penn kentañ war ar pezh o doa d'ober goude bezañ dizoloet e c"helle amiel bezañ bev c'hoazh e tivizout lavarout da haim hag iris a grog d'ober o enklask nann-ofisiel a-zivout a pezh a oa c'hoarvezet gant amiel.	daoust ma ne oa ket ali nimrod hag uri er penn kentañ war ar pezh o doa d'ober goude bezañ dizoloet e c"helle amiel bezañ bev c'hoazh e tivizout lavarout da haim hag iris a grog d'ober o enklask nann-ofisiel a-zivout a bezh a oa c'hoarvezet gant amiel.
21054	daoust ma n'haller ket divinout tizh steuzidigezh an dinosaored a-drugarez d'ar c'harrekaennoù hepken, ar patromoù zo bet savet a laka da soñjal e c'hoarvezas buan-kenañ, en ur prantad amzer kontet en eurvezhioù kentoc'h evit e bloavezhioù.	daoust ma n'haller ket divinout tizh steuzidigezh an dinosaored a-drugarez d'ar c'harrekaennoù hepken, ar patromoù zo bet savet a laka da soñjal e c'hoarvezas buan-kenañ, en ur brantad amzer kontet en eurvezhioù kentoc'h evit e bloavezhioù.
21074	daoust ma oa eeun bleuniadur ar silurian er silurian e oa liesek a-walc'h dija avat gant plantennoù arnodel evel nematothallus, parka pe pac'hytheca.	daoust ma oa eeun bleuniadur ar silurian er silurian e oa liesek a-walc'h dija avat gant plantennoù arnodel evel nematothallus, parka pe bac'hytheca.
21177	daoust m'eo la quotidiana ur gazetenn romañchek evit ar c'hanton a-bezh, ne ra ket kalz a verzh en engiadina nag e surmeir.	daoust m'eo la quotidiana ur gazetenn romañchek evit ar c'hanton a-bezh, ne ra get kalz a verzh en engiadina nag e surmeir.
21194	daou-ugent milion bakteri zo en ur gramm douar hag ur milion en ur mililitrad dour.	daou-ugent milion bakteri zo en ur gramm douar hag ur milion en ur vililitrad dour.
21205	daou vab o doe: * battista sforza (1446 - 1472), a zimezas e 1460 da frederico iii de montefeltro ( 1422 1482 ), dug urbino * costanzo iañ sforza (1447 - 1483), aotrou pesaro, a zimezas da camilla da marzano († 1490 ), dugez sessa.	daou vab o doe: * battista sforza (1446 - 1472), a zimezas e 1460 da frederico iii de montefeltro ( 1422 1482 ), dug urbino * costanzo iañ sforza (1447 - 1483), aotrou pesaro, a zimezas da camilla da varzano († 1490 ), dugez sessa.
21328	daou zen en ur gwele dindan ur pallenn.	daou zen en ur wele dindan ur pallenn.
21357	da pevarzek vloaz maxwell a skriv ur pennad diwar e kentañ labour skiantel hag a gomze eus ar binvijoù mekanikel e vez implijet evit tresañ ur grommenn vatematikel.	da bevarzek vloaz maxwell a skriv ur pennad diwar e kentañ labour skiantel hag a gomze eus ar binvijoù mekanikel e vez implijet evit tresañ ur grommenn vatematikel.
21364	d'ar 14 a viz ebrel 1943 e kerzh ar program magic ez eo bet tu d'ar servijoù kuzh amerikan da zikodiñ ar roadoù hag a tisplege dre ar munut pegoulzh, dre pelec'h ha gant peseurt difennoù e vo graet ar veaj eus yamamoto.	d'ar 14 a viz ebrel 1943 e kerzh ar program magic ez eo bet tu d'ar servijoù kuzh amerikan da zikodiñ ar roadoù hag a displege dre ar munut pegoulzh, dre belec'h ha gant peseurt difennoù e vo graet ar veaj eus yamamoto.
21400	d'ar 15 a viz kerzu 2005 divrud eo e-skoaz ar re all en enezenn abalamour ma'z eo an hini nevesañ, ha n'he deus ket skoazell digant ar bruderezh evel ar re perc'hennet gant ar c'hompagnunezhioù bras.	d'ar 15 a viz kerzu 2005 divrud eo e-skoaz ar re all en enezenn abalamour ma'z eo an hini nevesañ, ha n'he deus ket skoazell digant ar bruderezh evel ar re berc'hennet gant ar c'hompagnunezhioù bras.
21644	d'ar 7 a viz mae 2008 eo anvet da prezidant ar gouarnamant (kevatal ouzh kentañ ministr) gant hemañ bet dilennet da brezidant war e lerc'h.	d'ar 7 a viz mae 2008 eo anvet da brezidant ar gouarnamant (kevatal ouzh kentañ ministr) gant hemañ bet dilennet da brezidant war e lerc'h.
21651	darbet e voe dezhañ mervel d'ar 15 a viz meurzh 2005 pa darzhas ur vombezenn bet lakaet en ur pod-lastez d'ar mare ma yae hebiou gant e garr.	darbet e voe dezhañ mervel d'ar 15 a viz meurzh 2005 pa darzhas ur vombezenn bet lakaet en ur bod-lastez d'ar mare ma yae hebiou gant e garr.
21667	d'ar c'hentañ a viz mezheven 1946, an deiz war-lerc'h disparti ho diouzh paris e voe torret an emglev gant thierry d'argenlieu e saigon : diskleriañ a reas republik dieub kochin-sina er su.	d'ar c'hentañ a viz mezheven 1946, an deiz war-lerc'h disparti ho tiouzh paris e voe torret an emglev gant thierry d'argenlieu e saigon : diskleriañ a reas republik dieub kochin-sina er su.
21744	d’ar “galon” gentañ-se eo bet ouzhpennet e 2012 ur galon all, enezenn porquerolles a en em led war 1200 ha war pehini eo perc’henn ar stad eus 75% abaoe 1971, hag ur zonenn 600 metrad tro-dro d’an inizi.	d’ar “galon” gentañ-se eo bet ouzhpennet e 2012 ur galon all, enezenn porquerolles a en em led war 1200 ha war behini eo perc’henn ar stad eus 75% abaoe 1971, hag ur zonenn 600 metrad tro-dro d’an inizi.
21752	da rimiañ pennoù ar plenk e servijont c'hoazh, ha da beurgempenn pezhioùigoù prenn a-benn m'o devije ar vent rekis, da plaenaat skoulmoù, da zizremmiñ kornioù ha zoken da skarzhañ roudennoù peg a-ziwar un tamm koad.	da rimiañ pennoù ar plenk e servijont c'hoazh, ha da beurgempenn pezhioùigoù prenn a-benn m'o devije ar vent rekis, da blaenaat skoulmoù, da zizremmiñ kornioù ha zoken da skarzhañ roudennoù peg a-ziwar un tamm koad.
21763	d'ar mare-hont en e lede rouantelezh hungaria war tiriadoù hungaria, slovakia, kroatia, slovenia, ul lodenn eus roumania hag eus ukraina.	d'ar mare-hont en e lede rouantelezh hungaria war diriadoù hungaria, slovakia, kroatia, slovenia, ul lodenn eus roumania hag eus ukraina.
21772	d'ar mare-se e chom ar par gant ur barez e-pad div pe deir sizhun.	d'ar mare-se e chom ar par gant ur barez e-pad div be deir sizhun.
21807	d'ar mare-se e oant pezhioù skañvoc'h eget ar re krouet gant an doareoù all.	d'ar mare-se e oant pezhioù skañvoc'h eget ar re grouet gant an doareoù all.
21843	d’ar mare-se e tlefe bezañ tremen 90 milion a dud en iran. 40 den dre km² eo stankter ar boblañs.	d’ar mare-se e tlefe bezañ tremen 90 milion a dud en iran. 40 den dre gm² eo stankter ar boblañs.
21874	d’ar mare-se ne oa na penisilin na treuzwazhiadur.	d’ar mare-se ne oa na benisilin na dreuzwazhiadur.
21884	d'ar memes koulz e pignas fyodor iañ war tron rusia ha gantañ mennozhioù politikel e-keñver krimea disheñvel diouzh re e ziaraokour ivan iv.	d'ar memes koulz e pignas fyodor iañ war dron rusia ha gantañ mennozhioù politikel e-keñver krimea disheñvel diouzh re e ziaraokour ivan iv.
21921	darn anezhe a vez graet anvioù saoznek anezho: loafer, pe penny loafer.	darn anezhe a vez graet anvioù saoznek anezho: loafer, pe benny loafer.
21950	darn a ya betek muturniañ pe toullañ ar c'hroc'hen.	darn a ya betek muturniañ pe doullañ ar c'hroc'hen.
22025	d’ar stêr desaguadero, a ya a-dreuz bolivia betek al lenn poopó, ez a kuit un darn eus dourioù al lenn titicaca.	d’ar stêr desaguadero, a ya a-dreuz bolivia betek al lenn poopó, ez a guit un darn eus dourioù al lenn titicaca.
22088	darvoudoù europa breizh frañs * 13 a viz here : lakaet harz war marc'heien urzh an templ e bro-c'hall a-bezh.	darvoudoù europa breizh frañs * 13 a viz here : lakaet harz war varc'heien urzh an templ e bro-c'hall a-bezh.
22121	darvoudoù hag itrikoù a bep seurt hag ur sell war meteier disheñvel.	darvoudoù hag itrikoù a bep seurt hag ur sell war veteier disheñvel.
22165	da skouer, ar c'hirri-boutin a oa difennet d'ar skolidi du, ne oa nemet ar re gwenn a oa aotreet da vont 'barzh, ret e oa dezho mont war droad.	da skouer, ar c'hirri-boutin a oa difennet d'ar skolidi du, ne oa nemet ar re wenn a oa aotreet da vont 'barzh, ret e oa dezho mont war droad.
